,S.No,District,Year,Season,Crop,Rainfall(mm),Minimum Temparature(C),Maximum Temperature (C),Ph,N(Kg/Hectar),P(Kg/Hectar),K(Kg/Hectar),Zn(ppm),Fe(ppm),Cu(ppm),Mn(ppm),Irrigation(MBGL),Yield (Bales/Hectare)
850,851,Yadadri Bhuvanagiri,2018 - 2019,rabi,Maize,6.571428571,20.1666666666667,40.7,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,13.64,6.52
851,852,Yadadri Bhuvanagiri,2019 - 2020,rabi,Maize,11.27142857,12.2,45.2,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.6,6.59
852,853,Adilabad,2014 - 2015,rabi,Moong(Green Gram),22.87142857,28.7,43.5,7.55,180,17.6,284,1.35,14,0.58,12.88,5.4725,0.65
853,854,Adilabad,2015 - 2016,rabi,Moong(Green Gram),14,29.4,44.2,7.55,180,17.6,284,1.35,14,0.58,12.88,5.4725,0.68
854,855,Adilabad,2016 - 2017,rabi,Moong(Green Gram),9.185714286,29.9,43.1,7.55,180,17.6,284,1.35,14,0.58,12.88,3.94,0.93
855,856,Adilabad,2017 - 2018,rabi,Moong(Green Gram),12.12857143,18.5,34.4,7.55,180,17.6,284,1.35,14,0.58,12.88,6.54,0.83
856,857,Adilabad,2018 - 2019,rabi,Moong(Green Gram),3.3,22.3,42.22,7.55,180,17.6,284,1.35,14,0.58,12.88,5.88,1
857,858,Adilabad,2019 - 2020,rabi,Moong(Green Gram),14.21428571,5,45.9,7.55,180,17.6,284,1.35,14,0.58,12.88,5.53,0.95
858,859,Bhadradri Kothagudem,2016 - 2017,rabi,Moong(Green Gram),12.21428571,30.4,42.7,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.1,0.9
859,860,Bhadradri Kothagudem,2017 - 2018,rabi,Moong(Green Gram),8.942857143,23.4,35.6,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.87,0.85
860,861,Bhadradri Kothagudem,2018 - 2019,rabi,Moong(Green Gram),17.9,22.0333333333333,41.7,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.23,0.82
861,862,Bhadradri Kothagudem,2019 - 2020,rabi,Moong(Green Gram),12.12857143,12.3,46.8,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,6.52,0.72
862,863,Jagtial,2016 - 2017,rabi,Moong(Green Gram),1.514285714,29.7,43.3,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,4.7,0.97
863,864,Jagtial,2017 - 2018,rabi,Moong(Green Gram),9.814285714,19.4,36.4,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,6.52,0.82
864,865,Jagtial,2018 - 2019,rabi,Moong(Green Gram),9.514285714,19.4,42.1333333333333,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,5.33,0.97
865,866,Jagtial,2019 - 2020,rabi,Moong(Green Gram),10.67142857,9.1,46.7,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,3.79,1.09
866,867,Jangoan,2016 - 2017,rabi,Moong(Green Gram),2.414285714,29.8,41.9,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,8.62,0.9
867,868,Jangoan,2017 - 2018,rabi,Moong(Green Gram),12.35714286,18.9,35.7,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,9.16,0.83
868,869,Jangoan,2018 - 2019,rabi,Moong(Green Gram),17.24285714,19.2666666666667,41.0666666666667,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,13.38,0.94
869,870,Jangoan,2019 - 2020,rabi,Moong(Green Gram),9.885714286,9.1,45.6,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,6.86,0.95
870,871,Jayashankar Bhoopalpally,2016 - 2017,rabi,Moong(Green Gram),5.528571429,29.5,42.7,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,7.71,0.9
871,872,Jayashankar Bhoopalpally,2017 - 2018,rabi,Moong(Green Gram),13.65714286,20.3,35.5,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.8,0.67
872,873,Jayashankar Bhoopalpally,2018 - 2019,rabi,Moong(Green Gram),13.11428571,19.6666666666667,41.5333333333333,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.54,0.71
873,874,Jayashankar Bhoopalpally,2019 - 2020,rabi,Moong(Green Gram),16.77142857,9.2,46.4,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.31,0.95
874,875,Jogulamba Gadwal,2016 - 2017,rabi,Moong(Green Gram),5.4,29.3,41.4,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,6.45,0.88
875,876,Jogulamba Gadwal,2017 - 2018,rabi,Moong(Green Gram),4.77143,22.3,34.4,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,3.94,0.67
876,877,Jogulamba Gadwal,2018 - 2019,rabi,Moong(Green Gram),8.35714,21.8666666666667,40,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,10.74,0.95
877,878,Jogulamba Gadwal,2019 - 2020,rabi,Moong(Green Gram),6.37143,14,44.2,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,7.9,0.95
878,879,Kamareddy,2016 - 2017,rabi,Moong(Green Gram),2.942857143,29.8,41.5,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,9.64,0.9
879,880,Kamareddy,2017 - 2018,rabi,Moong(Green Gram),5,18,33.8,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,9.92,0.83
880,881,Kamareddy,2018 - 2019,rabi,Moong(Green Gram),3.3,18.9333333333333,40.4,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,14.14,0.94
881,882,Kamareddy,2019 - 2020,rabi,Moong(Green Gram),15.51428571,9,45.9,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,8.31,0.94
882,883,Karimnagar,2014 - 2015,rabi,Moong(Green Gram),15.62857143,28.2,44.2,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,6.5,0.59
883,884,Karimnagar,2015 - 2016,rabi,Moong(Green Gram),14,28.4,44.3,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,6.5,0.77
884,885,Karimnagar,2016 - 2017,rabi,Moong(Green Gram),3.3,29.8,42.7,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,5.94,0.9
885,886,Karimnagar,2017 - 2018,rabi,Moong(Green Gram),7.771428571,19,34.8,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,8.04,0.83
886,887,Karimnagar,2018 - 2019,rabi,Moong(Green Gram),12.34285714,23.22,42.22,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,8.49,0.95
887,888,Karimnagar,2019 - 2020,rabi,Moong(Green Gram),12.12857143,10.7,45.1,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,3.53,0.95
888,889,Khammam,2014 - 2015,rabi,Moong(Green Gram),11.77142857,28.2,43.6,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,4.60833333333333,0.57
889,890,Khammam,2015 - 2016,rabi,Moong(Green Gram),20.14285714,28.2,43.7,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,4.60833333333333,0.8
890,891,Khammam,2016 - 2017,rabi,Moong(Green Gram),14.81904762,29.6,42.3,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,5.62,0.84
891,892,Khammam,2017 - 2018,rabi,Moong(Green Gram),17.70357143,23.1,35.7,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,4.85,0.99
892,893,Khammam,2018 - 2019,rabi,Moong(Green Gram),16.71428571,24.74,42.16,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,5.39,0.98
893,894,Khammam,2019 - 2020,rabi,Moong(Green Gram),21.10952381,14.6,45.5,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,3.93,0.97
894,895,Komaram bheem asifabad,2016 - 2017,rabi,Moong(Green Gram),7.185714286,30.1,42.9,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.3,0.9
895,896,Komaram bheem asifabad,2017 - 2018,rabi,Moong(Green Gram),12.31428571,18.2,34.7,7.6,155,15.6,285,0.49,15.62,0.39,15.21,7.47,1.37
896,897,Komaram bheem asifabad,2018 - 2019,rabi,Moong(Green Gram),11.25714286,18.3,41.0333333333333,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.95,1.73
897,898,Komaram bheem asifabad,2019 - 2020,rabi,Moong(Green Gram),19.85714286,6.6,45.5,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.14,0.95
898,899,Mahabubabad,2016 - 2017,rabi,Moong(Green Gram),6.642857143,29.6,42.9,7.6,260,20,330,1.56,17.3,3.92,17.5,4.77,0.9
899,900,Mahabubabad,2017 - 2018,rabi,Moong(Green Gram),9.657142857,21.3,37.2,7.6,260,20,330,1.56,17.3,3.92,17.5,5.39,0.66
900,901,Mahabubabad,2018 - 2019,rabi,Moong(Green Gram),13.18571429,21.0666666666667,41.7333333333333,7.6,260,20,330,1.56,17.3,3.92,17.5,6.94,1
901,902,Mahabubabad,2019 - 2020,rabi,Moong(Green Gram),9.1,12.3,45.1,7.6,260,20,330,1.56,17.3,3.92,17.5,4.23,1.07
902,903,Mahabubnagar,2014 - 2015,rabi,Moong(Green Gram),16.18571429,27.4,41.8,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.6775,0.59
903,904,Mahabubnagar,2015 - 2016,rabi,Moong(Green Gram),12.75714286,28.5,43.7,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.6775,0.77
904,905,Mahabubnagar,2016 - 2017,rabi,Moong(Green Gram),9.7,30,41.9,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.49,0.92
905,906,Mahabubnagar,2017 - 2018,rabi,Moong(Green Gram),8.757142857,20.9,34,7.5,97,35.02,268,0.75,9.8,0.71,8.8,10.66,0.82
906,907,Mahabubnagar,2018 - 2019,rabi,Moong(Green Gram),6.914285714,23.68,41.36,7.5,97,35.02,268,0.75,9.8,0.71,8.8,15.05,0.82
907,908,Mahabubnagar,2019 - 2020,rabi,Moong(Green Gram),14.37142857,11.6,45.4,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.51,1
908,909,Mancherial,2016 - 2017,rabi,Moong(Green Gram),9.6,31.2,43.5,7.52,128,49.4,238,1.65,11.58,2.2,16,3.89,0.9
909,910,Mancherial,2017 - 2018,rabi,Moong(Green Gram),5.85714,19.2,35.4,7.52,128,49.4,238,1.65,11.58,2.2,16,6.01,0.83
910,911,Mancherial,2018 - 2019,rabi,Moong(Green Gram),11,19.8333333333333,41.7,7.52,128,49.4,238,1.65,11.58,2.2,16,5.08,0.95
911,912,Mancherial,2019 - 2020,rabi,Moong(Green Gram),9.77143,9.1,46.2,7.52,128,49.4,238,1.65,11.58,2.2,16,3.63,0.95
912,913,Medak,2014 - 2015,rabi,Moong(Green Gram),24.7,27.1,42.3,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,15.4875,0.6
913,914,Medak,2015 - 2016,rabi,Moong(Green Gram),10.3,27.8,43.3,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,15.4875,0.77
914,915,Medak,2016 - 2017,rabi,Moong(Green Gram),3.2,27.8,40.6,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,11.74,0.89
915,916,Medak,2017 - 2018,rabi,Moong(Green Gram),5.1,19.1,34.7,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,13.95,0.82
916,917,Medak,2018 - 2019,rabi,Moong(Green Gram),5.5,22.36,41.06,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,20.71,0.9
917,918,Medak,2019 - 2020,rabi,Moong(Green Gram),13.1,10,44.4,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,15.55,1
922,923,Mulug,2018 - 2019,rabi,Moong(Green Gram),13.40571429,10.5,44.5,7.4,277.5,19.8,346,0.62,7.63,1.24,13.46,7.06,0.71
923,924,Mulug,2019 - 2020,rabi,Moong(Green Gram),14.37142857,10.5,44.5,7.4,277.5,19.8,346,0.62,7.63,1.24,13.46,5.54,0.88
924,925,Nagarkurnool,2016 - 2017,rabi,Moong(Green Gram),7.31429,28.7,41.7,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,14.84,0.92
925,926,Nagarkurnool,2017 - 2018,rabi,Moong(Green Gram),7.85714,20.8,34.1,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,11.62,0.83
926,927,Nagarkurnool,2018 - 2019,rabi,Moong(Green Gram),8.35714,20.2333333333333,40.2666666666667,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,13.07,1
927,928,Nagarkurnool,2019 - 2020,rabi,Moong(Green Gram),7.3,11.2,45,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,9.5,0.95
928,929,Nalgonda,2014 - 2015,rabi,Moong(Green Gram),7.042857143,29.1,45,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,9.5525,0.59
929,930,Nalgonda,2015 - 2016,rabi,Moong(Green Gram),14.55714286,29.3,43.9,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,9.5525,0.77
930,931,Nalgonda,2016 - 2017,rabi,Moong(Green Gram),13.94761905,30,42.6,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.06,0.9
931,932,Nalgonda,2017 - 2018,rabi,Moong(Green Gram),15.23928571,23.3,36.3,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.64,0.826
932,933,Nalgonda,2018 - 2019,rabi,Moong(Green Gram),13.96571429,24.82,42.9,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,12.93,0.92
933,934,Nalgonda,2019 - 2020,rabi,Moong(Green Gram),14.25714286,12.4,46.7,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.58,0.95
934,935,Narayanpet,2018 - 2019,rabi,Moong(Green Gram),13.28285714,13.2,44.5,7.75,150.6,33.55,276.47,0.882,10.67,0.97,10.12,13.2,0.95
935,936,Narayanpet,2019 - 2020,rabi,Moong(Green Gram),12.23333333,13.2,44.5,7.75,150.6,33.55,276.47,0.882,10.67,0.97,10.12,9.44,1
936,937,Nirmal,2016 - 2017,rabi,Moong(Green Gram),2.514285714,29,42.3,7.45,178,19.7,331,0.35,19.1,0.99,10.36,5.58,0.9
937,938,Nirmal,2017 - 2018,rabi,Moong(Green Gram),12.34285714,18.5,35.6,7.45,178,19.7,331,0.35,19.1,0.99,10.36,9.42,0.83
938,939,Nirmal,2018 - 2019,rabi,Moong(Green Gram),4.214285714,18.4,41.4333333333333,7.45,178,19.7,331,0.35,19.1,0.99,10.36,8.96,0.95
939,940,Nirmal,2019 - 2020,rabi,Moong(Green Gram),6.257142857,7.7,46.4,7.45,178,19.7,331,0.35,19.1,0.99,10.36,6.29,0.95
940,941,Nizamabad,2014 - 2015,rabi,Moong(Green Gram),24.1833,27.9,43.7,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,8.4475,0.59
941,942,Nizamabad,2015 - 2016,rabi,Moong(Green Gram),10.05,29.4,44.6,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,8.4475,0.77
942,943,Nizamabad,2016 - 2017,rabi,Moong(Green Gram),3.03333,29.9,43,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,6.7,0.9
943,944,Nizamabad,2017 - 2018,rabi,Moong(Green Gram),8.15,19.4,35.8,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,9.33,0.83
944,945,Nizamabad,2018 - 2019,rabi,Moong(Green Gram),3.16667,23.5,42.52,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,11.28,0.95
945,946,Nizamabad,2019 - 2020,rabi,Moong(Green Gram),11.0167,10.9,45.5,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,6.48,0.95
946,947,Peddapalli,2016 - 2017,rabi,Moong(Green Gram),4.942857143,30.2,42.9,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,6.06,0.9
947,948,Peddapalli,2017 - 2018,rabi,Moong(Green Gram),10.34285714,19.5,35.8,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,8.95,0.82
948,949,Peddapalli,2018 - 2019,rabi,Moong(Green Gram),10.68571429,20.1,41.5666666666667,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,7.31,0.95
949,950,Peddapalli,2019 - 2020,rabi,Moong(Green Gram),9.585714286,10.6,46,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,5.32,0.95
950,951,Rajanna Sircilla,2016 - 2017,rabi,Moong(Green Gram),3.414285714,28.5,42.8,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,7.19,0.9
951,952,Rajanna Sircilla,2017 - 2018,rabi,Moong(Green Gram),9.071428571,17.6,36.3,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,12.29,0.83
952,953,Rajanna Sircilla,2018 - 2019,rabi,Moong(Green Gram),9.985714286,18.6,41.4666666666667,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,14.18,0.95
953,954,Rajanna Sircilla,2019 - 2020,rabi,Moong(Green Gram),14.82857143,9.7,45.3,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,5.61,0.94
954,955,Rangareddy,2014 - 2015,rabi,Moong(Green Gram),19.75714286,27.6,41.4,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,13.7275,0.833
955,956,Rangareddy,2015 - 2016,rabi,Moong(Green Gram),16.98571429,27.4,43.1,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,13.7275,0.75
956,957,Rangareddy,2016 - 2017,rabi,Moong(Green Gram),6.842857143,28,40.7,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,14.12,1
957,958,Rangareddy,2017 - 2018,rabi,Moong(Green Gram),11.92857143,22.2,35.1,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,9.78,0.75
958,959,Rangareddy,2018 - 2019,rabi,Moong(Green Gram),9.842857143,23.3,40.8,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,17.55,0.833
959,960,Rangareddy,2019 - 2020,rabi,Moong(Green Gram),10.14285714,11.3,43.7,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,13.46,0.833
964,965,Siddipet,2016 - 2017,rabi,Moong(Green Gram),4.3,28.6,41.5,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,10.96,0.91
965,966,Siddipet,2017 - 2018,rabi,Moong(Green Gram),7.4,21.4,34.5,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,11.41,0.83
966,967,Siddipet,2018 - 2019,rabi,Moong(Green Gram),12.98571429,19.8666666666667,40.1333333333333,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,17.19,0.94
967,968,Siddipet,2019 - 2020,rabi,Moong(Green Gram),11.64285714,9.6,44.4,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,10.52,0.95
968,969,Suryapet,2016 - 2017,rabi,Moong(Green Gram),10.91428571,29.6,42.6,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,6.62,0.9
969,970,Suryapet,2017 - 2018,rabi,Moong(Green Gram),12.80357143,24.3,36.2,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,8.11,0.95
970,971,Suryapet,2018 - 2019,rabi,Moong(Green Gram),11.68571429,22.4,41.5333333333333,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,8.26,1
971,972,Suryapet,2019 - 2020,rabi,Moong(Green Gram),12.7047619,13.3,45.8,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,5.58,0.95
976,977,Wanaparthy,2016 - 2017,rabi,Moong(Green Gram),5.8,28.7,41.7,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,8.04,0.9
977,978,Wanaparthy,2017 - 2018,rabi,Moong(Green Gram),5.91429,21.5,33.9,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,6.13,0.83
978,979,Wanaparthy,2018 - 2019,rabi,Moong(Green Gram),7.45714,21.4,40.0333333333333,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,5.79,0.95
979,980,Wanaparthy,2019 - 2020,rabi,Moong(Green Gram),7.08571,14,44.5,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,3.58,0.94
980,981,Warangal,2014 - 2015,rabi,Moong(Green Gram),27.617,27.5,43.5,7.56,209,49,552,1.24,24.42,1.87,9.59,6.05,0.59
981,982,Warangal,2015 - 2016,rabi,Moong(Green Gram),12.4667,28.7,44.1,7.56,209,49,552,1.24,24.42,1.87,9.59,6.05,0.77
982,983,Warangal,2016 - 2017,rabi,Moong(Green Gram),3.93333,30,42.3,7.56,209,49,552,1.24,24.42,1.87,9.59,5.88,0.9
983,984,Warangal,2017 - 2018,rabi,Moong(Green Gram),13.8667,20.7,35,7.56,209,49,552,1.24,24.42,1.87,9.59,6.63,0.83
984,985,Warangal,2018 - 2019,rabi,Moong(Green Gram),13.1667,23.66,41.92,7.56,209,49,552,1.24,24.42,1.87,9.59,7.84,0.95
985,986,Warangal,2019 - 2020,rabi,Moong(Green Gram),15.6167,11.4,44.7,7.56,209,49,552,1.24,24.42,1.87,9.59,3.85,0.95
986,987,Hanumakonda,2016 - 2017,rabi,Moong(Green Gram),0.84286,29,43.1,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,5.88,0.9
987,988,Hanumakonda,2017 - 2018,rabi,Moong(Green Gram),13.0143,20.1,34.6,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,6.63,0.83
988,989,Hanumakonda,2018 - 2019,rabi,Moong(Green Gram),12.5857,19.5666666666667,40.8666666666667,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,7.84,0.95
989,990,Hanumakonda,2019 - 2020,rabi,Moong(Green Gram),15.0429,9.6,44.9,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,3.85,0.94
990,991,Yadadri Bhuvanagiri,2016 - 2017,rabi,Moong(Green Gram),5.171428571,28.3,41.8,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.41,1
991,992,Yadadri Bhuvanagiri,2017 - 2018,rabi,Moong(Green Gram),11.28571429,20,35.1,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.58,0.84
992,993,Yadadri Bhuvanagiri,2018 - 2019,rabi,Moong(Green Gram),6.571428571,20.1666666666667,40.7,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,13.64,0.95
993,994,Yadadri Bhuvanagiri,2019 - 2020,rabi,Moong(Green Gram),11.27142857,12.2,45.2,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.6,0.95
994,995,Adilabad,2014 - 2015,rabi,Rice,22.87142857,28.7,43.5,7.55,180,17.6,284,1.35,14,0.58,12.88,5.4725,3.22
995,996,Adilabad,2015 - 2016,rabi,Rice,14,29.4,44.2,7.55,180,17.6,284,1.35,14,0.58,12.88,5.4725,2.88
996,997,Adilabad,2016 - 2017,rabi,Rice,9.185714286,29.9,43.1,7.55,180,17.6,284,1.35,14,0.58,12.88,3.94,3.79
997,998,Adilabad,2017 - 2018,rabi,Rice,12.12857143,18.5,34.4,7.55,180,17.6,284,1.35,14,0.58,12.88,6.54,3.6
998,999,Adilabad,2018 - 2019,rabi,Rice,3.3,22.3,42.22,7.55,180,17.6,284,1.35,14,0.58,12.88,5.88,3.4
999,1000,Adilabad,2019 - 2020,rabi,Rice,14.21428571,5,45.9,7.55,180,17.6,284,1.35,14,0.58,12.88,5.53,3.72
1000,1001,Bhadradri Kothagudem,2016 - 2017,rabi,Rice,12.21428571,30.4,42.7,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.1,4.11
1001,1002,Bhadradri Kothagudem,2017 - 2018,rabi,Rice,8.942857143,23.4,35.6,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.87,3.77
1002,1003,Bhadradri Kothagudem,2018 - 2019,rabi,Rice,17.9,22.0333333333333,41.7,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.23,4.07
1003,1004,Bhadradri Kothagudem,2019 - 2020,rabi,Rice,12.12857143,12.3,46.8,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,6.52,3.29
1004,1005,Jagtial,2016 - 2017,rabi,Rice,1.514285714,29.7,43.3,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,4.7,3.74
1005,1006,Jagtial,2017 - 2018,rabi,Rice,9.814285714,19.4,36.4,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,6.52,3.5
1006,1007,Jagtial,2018 - 2019,rabi,Rice,9.514285714,19.4,42.1333333333333,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,5.33,3.78
1007,1008,Jagtial,2019 - 2020,rabi,Rice,10.67142857,9.1,46.7,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,3.79,3.82
1008,1009,Jangoan,2016 - 2017,rabi,Rice,2.414285714,29.8,41.9,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,8.62,3.61
1009,1010,Jangoan,2017 - 2018,rabi,Rice,12.35714286,18.9,35.7,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,9.16,3.53
1010,1011,Jangoan,2018 - 2019,rabi,Rice,17.24285714,19.2666666666667,41.0666666666667,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,13.38,2.8
1011,1012,Jangoan,2019 - 2020,rabi,Rice,9.885714286,9.1,45.6,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,6.86,3.55
1012,1013,Jayashankar Bhoopalpally,2016 - 2017,rabi,Rice,5.528571429,29.5,42.7,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,7.71,3.63
1013,1014,Jayashankar Bhoopalpally,2017 - 2018,rabi,Rice,13.65714286,20.3,35.5,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.8,3.5
1014,1015,Jayashankar Bhoopalpally,2018 - 2019,rabi,Rice,13.11428571,19.6666666666667,41.5333333333333,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.54,3.32
1015,1016,Jayashankar Bhoopalpally,2019 - 2020,rabi,Rice,16.77142857,9.2,46.4,7.7,156.17,51.01,432.29,0.98,18.04,2.33,13.03,9.31,3.59
1016,1017,Jogulamba Gadwal,2016 - 2017,rabi,Rice,5.4,29.3,41.4,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,6.45,2.66
1017,1018,Jogulamba Gadwal,2017 - 2018,rabi,Rice,4.77143,22.3,34.4,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,3.94,2.54
1018,1019,Jogulamba Gadwal,2018 - 2019,rabi,Rice,8.35714,21.8666666666667,40,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,10.74,2.81
1019,1020,Jogulamba Gadwal,2019 - 2020,rabi,Rice,6.37143,14,44.2,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,7.9,3.17
1020,1021,Kamareddy,2016 - 2017,rabi,Rice,2.942857143,29.8,41.5,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,9.64,3.87
1021,1022,Kamareddy,2017 - 2018,rabi,Rice,5,18,33.8,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,9.92,3.8
1022,1023,Kamareddy,2018 - 2019,rabi,Rice,3.3,18.9333333333333,40.4,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,14.14,3.76
1023,1024,Kamareddy,2019 - 2020,rabi,Rice,15.51428571,9,45.9,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,8.31,4.15
